phase,url,title,title_length,duplicate_title,meta_description,description_length,duplicate_description,h1,h1_count,canonical,lang,og_title,og_description,og_url,og_image,twitter_card,author,issues
after,https://docs.kujolang.ai/,Kujo Docs,9,no,"The shortest path from language basics to reviewable, local-first software.",75,no,Kujo Docs,1,https://docs.kujolang.ai/,en,Kujo Docs,"The shortest path from language basics to reviewable, local-first software.",https://docs.kujolang.ai/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/dispatch/,Dispatch | Kujo Docs,20,no,"Orchestrate resumable, approved, and auditable workflows.",57,no,Dispatch,1,https://docs.kujolang.ai/tools/dispatch/,en,Dispatch,"Orchestrate resumable, approved, and auditable workflows.",https://docs.kujolang.ai/tools/dispatch/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/dossier/,Dossier | Kujo Docs,19,no,"Preserve claims, sources, evidence, quotations, consent, rights, and freshness.",79,no,Dossier,1,https://docs.kujolang.ai/tools/dossier/,en,Dossier,"Preserve claims, sources, evidence, quotations, consent, rights, and freshness.",https://docs.kujolang.ai/tools/dossier/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/eval/,Eval | Kujo Docs,16,no,Run deterministic acceptance checks locally or in CI.,53,no,Eval,1,https://docs.kujolang.ai/tools/eval/,en,Eval,Run deterministic acceptance checks locally or in CI.,https://docs.kujolang.ai/tools/eval/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/fence/,Fence | Kujo Docs,17,no,Check architecture boundaries and import rules.,47,no,Fence,1,https://docs.kujolang.ai/tools/fence/,en,Fence,Check architecture boundaries and import rules.,https://docs.kujolang.ai/tools/fence/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/galleypack/,GalleyPack | Kujo Docs,22,no,"Bind editorial artifacts into versioned, checksum-backed production packages.",77,no,GalleyPack,1,https://docs.kujolang.ai/tools/galleypack/,en,GalleyPack,"Bind editorial artifacts into versioned, checksum-backed production packages.",https://docs.kujolang.ai/tools/galleypack/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/howl/,Howl | Kujo Docs,16,no,"Render verified examples into Markdown, HTML, SVG, gallery, and caption assets.",79,no,Howl,1,https://docs.kujolang.ai/tools/howl/,en,Howl,"Render verified examples into Markdown, HTML, SVG, gallery, and caption assets.",https://docs.kujolang.ai/tools/howl/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/,Tools | Kujo Docs,17,no,"Use Kujo tools for agents, orchestration, evidence, quality, publishing, and operations.",88,no,Tools,1,https://docs.kujolang.ai/tools/,en,Tools,"Use Kujo tools for agents, orchestration, evidence, quality, publishing, and operations.",https://docs.kujolang.ai/tools/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/kennel/,Kennel | Kujo Docs,18,no,"Manage deterministic manifests, dependencies, lockfiles, and trust policy.",74,no,Kennel,1,https://docs.kujolang.ai/tools/kennel/,en,Kennel,"Manage deterministic manifests, dependencies, lockfiles, and trust policy.",https://docs.kujolang.ai/tools/kennel/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/kujo/,Kujo | Kujo Docs,16,no,Write and run local-first Kujo programs.,40,no,Kujo,1,https://docs.kujolang.ai/tools/kujo/,en,Kujo,Write and run local-first Kujo programs.,https://docs.kujolang.ai/tools/kujo/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/leash/,Leash | Kujo Docs,17,no,Supervise local AI agents through policy-gated approvals and a mobile control plane.,84,no,Leash,1,https://docs.kujolang.ai/tools/leash/,en,Leash,Supervise local AI agents through policy-gated approvals and a mobile control plane.,https://docs.kujolang.ai/tools/leash/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/lens/,Lens | Kujo Docs,16,no,"Review browser behavior with screenshots, accessibility, links, and flows.",74,no,Lens,1,https://docs.kujolang.ai/tools/lens/,en,Lens,"Review browser behavior with screenshots, accessibility, links, and flows.",https://docs.kujolang.ai/tools/lens/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/mcp/,MCP | Kujo Docs,15,no,"Generate guarded MCP servers with roots, limits, auth, and safety tiers.",72,no,MCP,1,https://docs.kujolang.ai/tools/mcp/,en,MCP,"Generate guarded MCP servers with roots, limits, auth, and safety tiers.",https://docs.kujolang.ai/tools/mcp/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/muzzle/,Muzzle | Kujo Docs,18,no,Run noisy workflows quietly while preserving complete logs and summaries.,73,no,Muzzle,1,https://docs.kujolang.ai/tools/muzzle/,en,Muzzle,Run noisy workflows quietly while preserving complete logs and summaries.,https://docs.kujolang.ai/tools/muzzle/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/packwrite/,PackWrite | Kujo Docs,21,no,Compile a repository mega prompt and bounded context into deterministic execution packs for implementation agents and reviewers.,128,no,PackWrite,1,https://docs.kujolang.ai/tools/packwrite/,en,PackWrite,Compile a repository mega prompt and bounded context into deterministic execution packs for implementation agents and reviewers.,https://docs.kujolang.ai/tools/packwrite/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/paperclip/,Kujo for Paperclip | Kujo Docs,30,no,"Add focused context, change review, and reproducible failure evidence to Paperclip tasks.",89,no,Kujo for Paperclip,1,https://docs.kujolang.ai/tools/paperclip/,en,Kujo for Paperclip,"Add focused context, change review, and reproducible failure evidence to Paperclip tasks.",https://docs.kujolang.ai/tools/paperclip/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/patchbrief/,PatchBrief | Kujo Docs,22,no,Turn a diff into a reviewable summary and handoff.,50,no,PatchBrief,1,https://docs.kujolang.ai/tools/patchbrief/,en,PatchBrief,Turn a diff into a reviewable summary and handoff.,https://docs.kujolang.ai/tools/patchbrief/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/presswire/,PressWire | Kujo Docs,21,no,Execute approval-gated publication effects with idempotency and receipts.,73,no,PressWire,1,https://docs.kujolang.ai/tools/presswire/,en,PressWire,Execute approval-gated publication effects with idempotency and receipts.,https://docs.kujolang.ai/tools/presswire/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/rag/,RAG | Kujo Docs,15,no,"Build local retrieval flows with namespaces, citations, and offline fallbacks.",78,no,RAG,1,https://docs.kujolang.ai/tools/rag/,en,RAG,"Build local retrieval flows with namespaces, citations, and offline fallbacks.",https://docs.kujolang.ai/tools/rag/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/readersignal/,ReaderSignal | Kujo Docs,24,no,"Record privacy-bounded audience measurements, feedback, comparisons, and learning.",82,no,ReaderSignal,1,https://docs.kujolang.ai/tools/readersignal/,en,ReaderSignal,"Record privacy-bounded audience measurements, feedback, comparisons, and learning.",https://docs.kujolang.ai/tools/readersignal/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/redact/,Redact | Kujo Docs,18,no,"Produce deterministic, review-required redactions for local text and Markdown.",78,no,Redact,1,https://docs.kujolang.ai/tools/redact/,en,Redact,"Produce deterministic, review-required redactions for local text and Markdown.",https://docs.kujolang.ai/tools/redact/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/relay/,Relay | Kujo Docs,17,no,Compose and run bounded agent missions with lifecycle control and verifiable evidence.,86,no,Relay,1,https://docs.kujolang.ai/tools/relay/,en,Relay,Compose and run bounded agent missions with lifecycle control and verifiable evidence.,https://docs.kujolang.ai/tools/relay/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/runledger/,RunLedger | Kujo Docs,21,no,"Record run metadata, usage, cost, verdicts, and follow-ups.",59,no,RunLedger,1,https://docs.kujolang.ai/tools/runledger/,en,RunLedger,"Record run metadata, usage, cost, verdicts, and follow-ups.",https://docs.kujolang.ai/tools/runledger/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/scent/,Scent | Kujo Docs,17,no,"Package focused, bounded, and redacted context for a task.",58,no,Scent,1,https://docs.kujolang.ai/tools/scent/,en,Scent,"Package focused, bounded, and redacted context for a task.",https://docs.kujolang.ai/tools/scent/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/scout/,Scout | Kujo Docs,17,no,Build a structured map of an unfamiliar repository.,51,no,Scout,1,https://docs.kujolang.ai/tools/scout/,en,Scout,Build a structured map of an unfamiliar repository.,https://docs.kujolang.ai/tools/scout/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/searchbridge/,SearchBridge | Kujo Docs,24,no,"Fetch normalized search, analytics, page-performance, backlink, keyword, and indexing evidence through bounded provider contracts.",130,no,SearchBridge,1,https://docs.kujolang.ai/tools/searchbridge/,en,SearchBridge,"Fetch normalized search, analytics, page-performance, backlink, keyword, and indexing evidence through bounded provider contracts.",https://docs.kujolang.ai/tools/searchbridge/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/shipcheck/,ShipCheck | Kujo Docs,21,no,Scan release readiness and produce a gate report.,49,no,ShipCheck,1,https://docs.kujolang.ai/tools/shipcheck/,en,ShipCheck,Scan release readiness and produce a gate report.,https://docs.kujolang.ai/tools/shipcheck/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/site-kit/,SiteKit | Kujo Docs,19,no,"Vendor an accessible, semantic, token-driven design system for static sites.",76,no,SiteKit,1,https://docs.kujolang.ai/tools/site-kit/,en,SiteKit,"Vendor an accessible, semantic, token-driven design system for static sites.",https://docs.kujolang.ai/tools/site-kit/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/siteprobe/,SiteProbe | Kujo Docs,21,no,Crawl a bounded website surface and preserve deterministic intelligence evidence.,81,no,SiteProbe,1,https://docs.kujolang.ai/tools/siteprobe/,en,SiteProbe,Crawl a bounded website surface and preserve deterministic intelligence evidence.,https://docs.kujolang.ai/tools/siteprobe/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/source/,Source | Kujo Docs,18,no,"Coordinate agent-first software work, evidence, decisions, and canonical Git state.",83,no,Source,1,https://docs.kujolang.ai/tools/source/,en,Source,"Coordinate agent-first software work, evidence, decisions, and canonical Git state.",https://docs.kujolang.ai/tools/source/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/spec/,Spec | Kujo Docs,16,no,"Turn a request into a structured, checkable task contract.",58,no,Spec,1,https://docs.kujolang.ai/tools/spec/,en,Spec,"Turn a request into a structured, checkable task contract.",https://docs.kujolang.ai/tools/spec/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/storydesk/,StoryDesk | Kujo Docs,21,no,"Plan editorial work with immutable ideas, commissions, assignments, handoffs, and queues.",89,no,StoryDesk,1,https://docs.kujolang.ai/tools/storydesk/,en,StoryDesk,"Plan editorial work with immutable ideas, commissions, assignments, handoffs, and queues.",https://docs.kujolang.ai/tools/storydesk/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/tribunal/,Tribunal | Kujo Docs,20,no,"Turn consequential proposals into adversarial, replayable decision evidence.",76,no,Tribunal,1,https://docs.kujolang.ai/tools/tribunal/,en,Tribunal,"Turn consequential proposals into adversarial, replayable decision evidence.",https://docs.kujolang.ai/tools/tribunal/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/versionseal/,VersionSeal | Kujo Docs,23,no,Bind human approval and authority to an exact checksum-verified version.,72,no,VersionSeal,1,https://docs.kujolang.ai/tools/versionseal/,en,VersionSeal,Bind human approval and authority to an exact checksum-verified version.,https://docs.kujolang.ai/tools/versionseal/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/ward/,Ward | Kujo Docs,16,no,Monitor Dependabot alerts locally and prepare reviewable remediation plans.,75,no,Ward,1,https://docs.kujolang.ai/tools/ward/,en,Ward,Monitor Dependabot alerts locally and prepare reviewable remediation plans.,https://docs.kujolang.ai/tools/ward/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/watchdog/,Watchdog | Kujo Docs,20,no,"Observe AI requests, tools, costs, latency, errors, and audit events.",69,no,Watchdog,1,https://docs.kujolang.ai/tools/watchdog/,en,Watchdog,"Observe AI requests, tools, costs, latency, errors, and audit events.",https://docs.kujolang.ai/tools/watchdog/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
after,https://docs.kujolang.ai/tools/workcell/,Workcell | Kujo Docs,20,no,Run bounded Kujo and agent workflows in disposable Docker or Podman workspaces.,79,no,Workcell,1,https://docs.kujolang.ai/tools/workcell/,en,Workcell,Run bounded Kujo and agent workflows in disposable Docker or Podman workspaces.,https://docs.kujolang.ai/tools/workcell/,https://docs.kujolang.ai/assets/img/social/kujo-docs.jpg,summary_large_image,Kujo,
