phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://docs.kujolang.ai/showcases/cms/,content/showcases/cms.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/cms/,200,CMS | Kujo Docs,15,"A framework-neutral content backend with first-class administration, extensions, SEO, identity, AI abilities, MCP, and WebMCP.",126,CMS,H1:CMS > H2:Use it when… > H2:Interface overview > H2:One contract for people and agents > H2:Portable themes and plugins > H2:Five-minute example > H2:API and terminal parity > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,734,en,,,Kujo,no,BlogPosting|Organization|Person,9,30,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,044e7bce810b4544b7c65e12d9d2dc011620e8836a2738c57dd56d87091fcce8,
after,https://docs.kujolang.ai/showcases/crud-api/,content/showcases/crud-api.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/crud-api/,200,CRUD API Showcase | Kujo Docs,29,"A SQLite API and frontend playground showing auth strategies, recovery patterns, and contracts.",95,CRUD API Showcase,H1:CRUD API Showcase > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,273,en,,,Kujo,no,BlogPosting|Organization|Person,9,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,7cb94b75bdb30e76c107cdf22f78d76132baf28ca2bb630e6f93c9de197c92eb,
after,https://docs.kujolang.ai/showcases/,generated route,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/,200,Showcases | Kujo Docs,21,Explore complete Kujo applications and local-first workflow demonstrations.,75,Showcases,H1:Showcases > H2:CMS > H2:CRUD API Showcase > H2:AI Chat > H2:SSG > H2:TotalRecall > H2:Intake > H2:Cinch,298,en,,,Kujo,no,Organization|WebSite,192,32,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,b0735783046fe9d13e2c2a37f4c95f3fbebe0f6f319c5d29f327029e3174dc06,
after,https://docs.kujolang.ai/showcases/intake/,content/showcases/intake.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/intake/,200,Intake | Kujo Docs,18,"Normalize inbound work, route it through policy, and require approval before external effects.",94,Intake,H1:Intake > H2:What it demonstrates > H2:Five-minute example > H2:What you get > H2:Boundary > H2:Reference > H2:On this page,186,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,2d04761f115bc8d3c3cab88d9e18756c6b9f7ce1926bbb6745fc804755e79570,
after,https://docs.kujolang.ai/showcases/ssg/,content/showcases/ssg.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/ssg/,200,SSG | Kujo Docs,15,"Deterministic Markdown-to-site publishing with templates, feeds, sitemap, and llms.txt.",87,SSG,H1:SSG > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,280,en,,,Kujo,no,BlogPosting|Organization|Person,12,28,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,6bb32863d497c6f744ac1babca115674bab539211a268e0e0f9e3f929075fcaf,
after,https://docs.kujolang.ai/showcases/totalrecall/,content/showcases/totalrecall.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/totalrecall/,200,TotalRecall | Kujo Docs,23,"A local-first ingestion showcase for meetings, chat exports, Slack threads, and GitHub activity.",96,TotalRecall,H1:TotalRecall > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Local example > H2:What it proves > H2:Boundaries > H2:Reference > H2:On this page,276,en,,,Kujo,no,BlogPosting|Organization|Person,7,28,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,268104ec0d339a4334c34d22b4e119ac955cf2a07d40aebe1e3c170fb2b0246e,
after,https://docs.kujolang.ai/start-here/,content/pages/start-here.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/start-here/,200,Start here | Kujo Docs,22,Choose the shortest path from discovering Kujo to running a program or repository-owned agent.,94,Start here,H1:Start here > H2:Pick a direction > H2:What happens next > H2:On this page,202,en,,,Kujo,no,Organization|WebSite,192,35,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,13aabb417713ec1eb502fb845e0c008369fbadcda1be162824580ac2ae4311e9,
after,https://docs.kujolang.ai/support/,content/pages/support.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/support/,200,Support | Kujo Docs,19,"Find the right place to ask for help, report a problem, or verify a local failure.",82,Support,H1:Support > H2:Before asking for help > H2:Useful evidence tools > H2:On this page,134,en,,,Kujo,no,Organization|WebSite,191,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,1d7215d34f06e34b7a07d71814711fe9e227d2649a25364bcc08f796ebbca1f1,
after,https://docs.kujolang.ai/tools/ability/,content/tools/ability.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/ability/,200,Ability | Kujo Docs,19,"Define portable operation contracts, validate cross-language digests, verify signed packs offline, and test approvals with a local fixture kit.",143,Ability,H1:Ability > H2:Install > H2:What the release includes > H2:Digest compatibility > H2:Try the development kit > H2:Connect applications and agents > H2:Verify and learn more > H2:On this page,574,en,,,Kujo,no,BlogPosting|Organization|Person,6,31,7,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,5940a559f98d1778d0ad5be2df3356a13ec0e3fd29662aec5b2334e0155862e2,
after,https://docs.kujolang.ai/tools/agents-sdk/,content/tools/agents-sdk.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/agents-sdk/,200,Agents SDK | Kujo Docs,22,"Build agents with tools, approvals, handoffs, tracing, stores, and budgets.",75,Agents SDK,H1:Agents SDK > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:Portable operation contracts > H2:On this page,272,en,,,Kujo,no,BlogPosting|Organization|Person,13,31,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,4da492c07fbbe9c126c3b602279cc0dd3e9be5d480afb0974027a1528f422d6c,
after,https://docs.kujolang.ai/tools/ai-sdk/,content/tools/ai-sdk.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/ai-sdk/,200,AI SDK | Kujo Docs,18,"Use normalized chat and embedding contracts with fixtures, retries, and redaction.",82,AI SDK,H1:AI SDK > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,268,en,,,Kujo,no,BlogPosting|Organization|Person,15,31,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,7b05575dff95225545c848d5d54fd2dab5ea0d7a86f8e08055bcd4a8baeda711,
after,https://docs.kujolang.ai/tools/assetworks/,content/tools/assetworks.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/assetworks/,200,AssetWorks | Kujo Docs,22,"Plan media assets and preserve provenance, accessibility records, and checksums.",80,AssetWorks,H1:AssetWorks > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,144,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,6a60144cccd60d1c5571c7d0d05fcab45999542a35b8badebc94dc46657f959f,
after,https://docs.kujolang.ai/tools/bluepencil/,content/tools/bluepencil.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/bluepencil/,200,BluePencil | Kujo Docs,22,"Record structured editorial reviews, verdicts, disagreements, and calibration evidence.",87,BluePencil,H1:BluePencil > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,145,en,,,Kujo,no,BlogPosting|Organization|Person,6,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,c052829ea78852f21428d4b5a76351cfa95d2f2adf85b2160363f5c77d0a1238,
after,https://docs.kujolang.ai/tools/casefile/,content/tools/casefile.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/casefile/,200,CaseFile | Kujo Docs,20,Capture a failure as a reproducible evidence bundle.,52,CaseFile,H1:CaseFile > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,254,en,,,Kujo,no,BlogPosting|Organization|Person,10,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,5b723479ef8d362a2822d7e69676ed910a9dc8c42f8d1da1d37041f8f8de290b,
after,https://docs.kujolang.ai/tools/changebucket/,content/tools/changebucket.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/changebucket/,200,ChangeBucket | Kujo Docs,24,"Measure change footprint, categories, and blast radius.",55,ChangeBucket,H1:ChangeBucket > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,218,en,,,Kujo,no,BlogPosting|Organization|Person,10,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,f974e53d517b911112f609da65713140a57b7bc815208496a50132e03e70e30e,
after,https://docs.kujolang.ai/tools/commerce/,content/tools/commerce.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/commerce/,200,Commerce | Kujo Docs,20,Add provider-agnostic catalog and checkout contracts to Kujo static sites.,74,Commerce,H1:Commerce > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,169,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,3aae048601db23a46c6ae015a4507454eaff54530cce0e7dacb5549fc38462bd,
after,https://docs.kujolang.ai/tools/concord/,content/tools/concord.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/concord/,200,Concord | Kujo Docs,19,"Find drift across code, docs, examples, specs, and generated artifacts.",71,Concord,H1:Concord > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,237,en,,,Kujo,no,BlogPosting|Organization|Person,11,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,0dc0b041ac72d1e286fa205ecd7437e80f2215e11ff38de87c5fa8dddbb1f5c5,
after,https://docs.kujolang.ai/tools/contentgraph/,content/tools/contentgraph.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/contentgraph/,200,ContentGraph | Kujo Docs,24,"Build an inspectable graph of content relationships, clusters, gaps, and link opportunities.",92,ContentGraph,H1:ContentGraph > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,155,en,,,Kujo,no,BlogPosting|Organization|Person,6,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,d014fa88f41dbccdc38a50fb70506d02a8a596c54e71fba227079e00913f85e7,
after,https://docs.kujolang.ai/tools/dispatch/,content/tools/dispatch.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/dispatch/,200,Dispatch | Kujo Docs,20,"Orchestrate resumable, approved, and auditable workflows.",57,Dispatch,H1:Dispatch > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,259,en,,,Kujo,no,BlogPosting|Organization|Person,17,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,b2b58db0e495a66803de8617761bed613b7e5f102974863258be002268ceeb84,
after,https://docs.kujolang.ai/tools/dossier/,content/tools/dossier.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/dossier/,200,Dossier | Kujo Docs,19,"Preserve claims, sources, evidence, quotations, consent, rights, and freshness.",79,Dossier,H1:Dossier > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,152,en,,,Kujo,no,BlogPosting|Organization|Person,6,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,d803735335b121860aeecb0e479a7cf0c938e0628a4ccd28722c56eed551280d,
after,https://docs.kujolang.ai/tools/eval/,content/tools/eval.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/eval/,200,Eval | Kujo Docs,16,Run deterministic acceptance checks locally or in CI.,53,Eval,H1:Eval > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,248,en,,,Kujo,no,BlogPosting|Organization|Person,11,29,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,e2d273739f6ff0f1cc8d76b9a674e034399eb265545dd9dc9285951d7de46ced,
after,https://docs.kujolang.ai/tools/fence/,content/tools/fence.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/fence/,200,Fence | Kujo Docs,17,Check architecture boundaries and import rules.,47,Fence,H1:Fence > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,225,en,,,Kujo,no,BlogPosting|Organization|Person,10,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,7cd746640140dcbcae1cf9dfc11c68f421718266722e7a354496b68113c3cf2b,
after,https://docs.kujolang.ai/tools/galleypack/,content/tools/galleypack.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/galleypack/,200,GalleyPack | Kujo Docs,22,"Bind editorial artifacts into versioned, checksum-backed production packages.",77,GalleyPack,H1:GalleyPack > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,156,en,,,Kujo,no,BlogPosting|Organization|Person,6,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,c2e2d3e8d34b27cbe9c7bff5c1f6f8b7e93cd634c8c10c87abc82e0fd75f8bf9,
after,https://docs.kujolang.ai/tools/howl/,content/tools/howl.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/howl/,200,Howl | Kujo Docs,16,"Render verified examples into Markdown, HTML, SVG, gallery, and caption assets.",79,Howl,H1:Howl > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,222,en,,,Kujo,no,BlogPosting|Organization|Person,6,29,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,30544c025ab74ceea0c711a6a963f643de10173221ef66c3e4d501c16adcf735,
after,https://docs.kujolang.ai/tools/,generated route,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/,200,Tools | Kujo Docs,17,"Use Kujo tools for agents, orchestration, evidence, quality, publishing, and operations.",88,Tools,H1:Tools > H2:Kujo > H2:Kennel > H2:Workcell > H2:Source > H2:Spec > H2:Eval > H2:Scout > H2:Dispatch > H2:Ability > H2:MCP > H2:RAG > H2:AI SDK > H2:Agents SDK > H2:Scent > H2:Redact > H2:Fence > H2:Tribunal > H2:Relay > H2:Watchdog > H2:Leash > H2:Muzzle > H2:RunLedger > H2:ChangeBucket > H2:PatchBrief > H2:Concord > H2:ShipCheck > H2:PackWrite > H2:CaseFile > H2:Lens > H2:Ward > H2:Howl > H2:Kujo for Paperclip > H2:SiteKit > H2:Commerce > H2:SiteProbe > H2:SearchBridge > H2:ContentGraph > H2:StoryDesk > H2:Dossier > H2:BluePencil > H2:GalleyPack > H2:AssetWorks > H2:VersionSeal > H2:PressWire > H2:ReaderSignal,1689,en,,,Kujo,no,Organization|WebSite,192,146,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,14418cc5bbd7584fb3f0711fdc140f7a86f007d4f027412f9037141ac719ba54,
after,https://docs.kujolang.ai/tools/kennel/,content/tools/kennel.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/kennel/,200,Kennel | Kujo Docs,18,"Manage deterministic manifests, dependencies, lockfiles, and trust policy.",74,Kennel,H1:Kennel > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,244,en,,,Kujo,no,BlogPosting|Organization|Person,10,29,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,f38d3bbf3aac50e405c3a2e5ae4821efa66453356bab571dc09ca525edac8a85,
after,https://docs.kujolang.ai/tools/kujo/,content/tools/kujo.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/kujo/,200,Kujo | Kujo Docs,16,Write and run local-first Kujo programs.,40,Kujo,H1:Kujo > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,307,en,,,Kujo,no,BlogPosting|Organization|Person,5,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,817c774f226ccbc959c36fd70148f8ba48d220a0086f833612adc94f9a4965c0,
after,https://docs.kujolang.ai/tools/leash/,content/tools/leash.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/leash/,200,Leash | Kujo Docs,17,Supervise local AI agents through policy-gated approvals and a mobile control plane.,84,Leash,H1:Leash > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,301,en,,,Kujo,no,BlogPosting|Organization|Person,7,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,74424ad47044de6f705e3f0a38d5351bbf6492139428bbd573d771a4738242af,
after,https://docs.kujolang.ai/tools/lens/,content/tools/lens.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/lens/,200,Lens | Kujo Docs,16,"Review browser behavior with screenshots, accessibility, links, and flows.",74,Lens,H1:Lens > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,240,en,,,Kujo,no,BlogPosting|Organization|Person,11,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,8589d3ab797c6eaf9c8e6e124ae947e53242e5b48d6af2a2e9acc187bd881d16,
after,https://docs.kujolang.ai/tools/mcp/,content/tools/mcp.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/mcp/,200,MCP | Kujo Docs,15,"Generate guarded MCP servers with roots, limits, auth, and safety tiers.",72,MCP,H1:MCP > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:Portable operation contracts > H2:On this page,273,en,,,Kujo,no,BlogPosting|Organization|Person,11,31,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,cbd4a625ea61e4bfc02e670ec3281bada032bba924282d91c1edaa5055d83b0c,
after,https://docs.kujolang.ai/tools/muzzle/,content/tools/muzzle.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/muzzle/,200,Muzzle | Kujo Docs,18,Run noisy workflows quietly while preserving complete logs and summaries.,73,Muzzle,H1:Muzzle > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,234,en,,,Kujo,no,BlogPosting|Organization|Person,7,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,4bb065d3910201ee747a28ed7b763d3f719a548781070108a36487a199b2ef79,
after,https://docs.kujolang.ai/tools/packwrite/,content/tools/packwrite.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/packwrite/,200,PackWrite | Kujo Docs,21,Compile a repository mega prompt and bounded context into deterministic execution packs for implementation agents and reviewers.,128,PackWrite,H1:PackWrite > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:Install and run > H2:What you get > H2:Configure PackWrite > H2:Providers > H2:Safe generation and overwrite > H2:Offline and CI use > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,880,en,,,Kujo,no,BlogPosting|Organization|Person,10,32,5,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,d7468631f43aa0be80dba484080ad3f207ef31faf50d10e72b0d6684fd1fe986,
after,https://docs.kujolang.ai/tools/paperclip/,content/tools/paperclip.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/paperclip/,200,Kujo for Paperclip | Kujo Docs,30,"Add focused context, change review, and reproducible failure evidence to Paperclip tasks.",89,Kujo for Paperclip,H1:Kujo for Paperclip > H2:Use it when… > H2:Install > H2:Interface overview > H2:First use > H2:Agent tools > H2:Safety boundary > H2:Current install note > H2:Reference > H2:On this page,535,en,,,Kujo,no,BlogPosting|Organization|Person,6,28,6,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,45c19cc742fb03b5b19a92d2fa686c2c3e07589554cbab67abe44c169dc7e6bc,
after,https://docs.kujolang.ai/tools/patchbrief/,content/tools/patchbrief.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/patchbrief/,200,PatchBrief | Kujo Docs,22,Turn a diff into a reviewable summary and handoff.,50,PatchBrief,H1:PatchBrief > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,228,en,,,Kujo,no,BlogPosting|Organization|Person,11,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,c43672a63ff977899c46fbc264a0b62e093f146f1a67029e570f4c79af3db397,
after,https://docs.kujolang.ai/tools/presswire/,content/tools/presswire.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/presswire/,200,PressWire | Kujo Docs,21,Execute approval-gated publication effects with idempotency and receipts.,73,PressWire,H1:PressWire > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,145,en,,,Kujo,no,BlogPosting|Organization|Person,7,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,333ee2c5a289c5e4572a7f3a828c90881be13f457916149eaf120c75fb6e303c,
after,https://docs.kujolang.ai/tools/rag/,content/tools/rag.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/rag/,200,RAG | Kujo Docs,15,"Build local retrieval flows with namespaces, citations, and offline fallbacks.",78,RAG,H1:RAG > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,254,en,,,Kujo,no,BlogPosting|Organization|Person,10,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,a4e4a078ced3c898729e7c853ace4fc53050e854df4a9f0d63b20c1f3a571a16,
after,https://docs.kujolang.ai/tools/readersignal/,content/tools/readersignal.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/readersignal/,200,ReaderSignal | Kujo Docs,24,"Record privacy-bounded audience measurements, feedback, comparisons, and learning.",82,ReaderSignal,H1:ReaderSignal > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,141,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,be965b91369b6efba2382d2cc64fd5a57dcc038c72f919290160c7677e53e8ae,
after,https://docs.kujolang.ai/tools/redact/,content/tools/redact.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/redact/,200,Redact | Kujo Docs,18,"Produce deterministic, review-required redactions for local text and Markdown.",78,Redact,H1:Redact > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,180,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,840f5fdde8c2c8598ef89ebc77d90df18935fc700693ae3476a2022b0d030cfe,
after,https://docs.kujolang.ai/tools/relay/,content/tools/relay.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/relay/,200,Relay | Kujo Docs,17,Compose and run bounded agent missions with lifecycle control and verifiable evidence.,86,Relay,H1:Relay > H2:Use it when… > H2:Five-minute example > H2:What you get > H2:Boundaries > H2:Reference > H2:On this page,161,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,66ec39ab2701f7079a91dac9b69b8ba2f764ab7f4082a936f1d04f4bacf0b200,
after,https://docs.kujolang.ai/tools/runledger/,content/tools/runledger.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/runledger/,200,RunLedger | Kujo Docs,21,"Record run metadata, usage, cost, verdicts, and follow-ups.",59,RunLedger,H1:RunLedger > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,231,en,,,Kujo,no,BlogPosting|Organization|Person,13,31,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,bb5033300eb8019bcb8ef738bd5aee2ff641b4c137d6443e1064989291b39f5f,
after,https://docs.kujolang.ai/tools/scent/,content/tools/scent.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/scent/,200,Scent | Kujo Docs,17,"Package focused, bounded, and redacted context for a task.",58,Scent,H1:Scent > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,250,en,,,Kujo,no,BlogPosting|Organization|Person,20,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,75af5d804ec2aa7b58529f1b85cb55e3e7461dfc89600be77b82a0532a322289,
after,https://docs.kujolang.ai/tools/scout/,content/tools/scout.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/tools/scout/,200,Scout | Kujo Docs,17,Build a structured map of an unfamiliar repository.,51,Scout,H1:Scout > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,235,en,,,Kujo,no,BlogPosting|Organization|Person,9,29,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,e0dc1175796a30444907ada16771d977cfb46244a45394b989041702e9c0c4d4,
